date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:31:09	377674/377674	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:15:06%20GMT	https://cruchebois.000webhostapp.com/assets/img/produit/a2.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/produit/a2.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:10	28382/28382	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:12:02%20GMT	https://cruchebois.000webhostapp.com/assets/img/company-logos/p1.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/company-logos/p1.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:11	98462/98462	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Sep%202022%2004:11:31%20GMT	https://cruchebois.000webhostapp.com/assets/img/avaters/avatar3.png	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/avaters/avatar3.png	(from https://cruchebois.000webhostapp.com/)
22:31:12	32979/32979	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:12:05%20GMT	https://cruchebois.000webhostapp.com/assets/img/company-logos/p3.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/company-logos/p3.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:13	106117/106117	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:12:04%20GMT	https://cruchebois.000webhostapp.com/assets/img/company-logos/p2.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/company-logos/p2.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:14	88808/88808	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:12:06%20GMT	https://cruchebois.000webhostapp.com/assets/img/company-logos/p4.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/company-logos/p4.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:15	47013/47013	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:12:07%20GMT	https://cruchebois.000webhostapp.com/assets/img/company-logos/p5.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/company-logos/p5.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:15	20600/20600	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Oct%202023%2020:30:56%20GMT	https://cruchebois.000webhostapp.com/services.html	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/services.html	(from https://cruchebois.000webhostapp.com/)
22:31:19	60010/60010	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Sep%202022%2004:08:33%20GMT	https://cruchebois.000webhostapp.com/assets/bootstrap/js/bootstrap.min.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/bootstrap/js/bootstrap.min.js	(from https://cruchebois.000webhostapp.com/)
22:31:19	95992/95992	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Sep%202022%2004:22:22%20GMT	https://cruchebois.000webhostapp.com/assets/js/jquery-1.11.3.min.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/js/jquery-1.11.3.min.js	(from https://cruchebois.000webhostapp.com/)
22:31:21	8044/8044	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Sep%202022%2004:22:25%20GMT	https://cruchebois.000webhostapp.com/assets/js/waypoints.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/js/waypoints.js	(from https://cruchebois.000webhostapp.com/)
22:31:22	35445/35445	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Sep%202022%2004:22:00%20GMT	https://cruchebois.000webhostapp.com/assets/js/jquery.isotope-3.0.6.min.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/js/jquery.isotope-3.0.6.min.js	(from https://cruchebois.000webhostapp.com/)
22:31:23	40401/40401	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Sep%202022%2004:22:24%20GMT	https://cruchebois.000webhostapp.com/assets/js/owl.carousel.min.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/js/owl.carousel.min.js	(from https://cruchebois.000webhostapp.com/)
22:31:23	20216/20216	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Sep%202022%2004:22:05%20GMT	https://cruchebois.000webhostapp.com/assets/js/jquery.magnific-popup.min.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/js/jquery.magnific-popup.min.js	(from https://cruchebois.000webhostapp.com/)
22:31:24	4019/4019	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Sep%202022%2004:22:07%20GMT	https://cruchebois.000webhostapp.com/assets/js/jquery.meanmenu.min.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/js/jquery.meanmenu.min.js	(from https://cruchebois.000webhostapp.com/)
22:31:25	10085/10085	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Sep%202022%2004:22:25%20GMT	https://cruchebois.000webhostapp.com/assets/js/sticker.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/js/sticker.js	(from https://cruchebois.000webhostapp.com/)
22:31:26	5153/5153	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2025%20Sep%202022%2004:22:23%20GMT	https://cruchebois.000webhostapp.com/assets/js/main.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/js/main.js	(from https://cruchebois.000webhostapp.com/)
22:31:26	2046/2046	---M--	200	added ('OK')	image/png	etag:%226503fd06-7fe%22	https://cdn.000webhost.com/000webhost/logo/footer-powered-by-000webhost-white2.png	/home/g0dzila/websites/cruchebois/cdn.000webhost.com/000webhost/logo/footer-powered-by-000webhost-white2.png	(from https://cruchebois.000webhostapp.com/)
22:31:28	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2027%20Oct%202023%2020:31:08%20GMT	https://fonts.googleapis.com/robots.txt		(from https://cruchebois.000webhostapp.com/)
22:31:29	20943/20943	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Oct%202023%2020:31:09%20GMT	https://cruchebois.000webhostapp.com/single-news.html	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/single-news.html	(from https://cruchebois.000webhostapp.com/)
22:31:30	23889/23889	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:37%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-2.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-2.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:32	142316/142316	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:36%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-1.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-1.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:32	160574/160574	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:39%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-3.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-3.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:33	108360/108360	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:14:07%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-22.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-22.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:34	28382/28382	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:39%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-4.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-4.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:36	146080/146080	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:14:07%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-23.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-23.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:36	72959/72959	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:40%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-5.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-5.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:39	132538/132538	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:44%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-7.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-7.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:39	218052/218052	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:42%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-6.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-6.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:40	32979/32979	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:45%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-9.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-9.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:41	157180/157180	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:47%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-10.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-10.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:43	49581/49581	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:49%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-12.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-12.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:44	201301/201301	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:48%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-11.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-11.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:46	49348/49348	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:55%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-15.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-15.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:46	407264/407264	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:54%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-14.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-14.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:48	166327/166327	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:58%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-17.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-17.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:50	249507/249507	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:57%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-16.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-16.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:50	88808/88808	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:14:00%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-19.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-19.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:50	143013/143013	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:13:59%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-18.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-18.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:51	47013/47013	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:14:01%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-20.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-20.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:53	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:33%20GMT	https://cruchebois.000webhostapp.com/assets/img/produit/p6.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/produit/p6.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:53	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:33%20GMT	https://cruchebois.000webhostapp.com/assets/img/produit/p7.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/produit/p7.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:54	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:34%20GMT	https://cruchebois.000webhostapp.com/assets/img/produit/p3.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/produit/p3.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:54	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:35%20GMT	https://cruchebois.000webhostapp.com/assets/img/produit/p8.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/produit/p8.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:54	791462/791462	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Sep%202022%2004:14:06%20GMT	https://cruchebois.000webhostapp.com/assets/img/products/product-img-21.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/products/product-img-21.jpg	(from https://cruchebois.000webhostapp.com/shop.html)
22:31:54	134396/134396	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Sep%202022%2004:23:11%20GMT	https://cruchebois.000webhostapp.com/assets/webfonts/fa-brands-400.eot	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/webfonts/fa-brands-400.eot	(from https://cruchebois.000webhostapp.com/assets/css/all.min.css)
22:31:56	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:37%20GMT	https://cruchebois.000webhostapp.com/assets/img/produit/a2.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/produit/a2.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:56	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:37%20GMT	https://cruchebois.000webhostapp.com/assets/img/avaters/avatar1.png	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/avaters/avatar1.png	(from https://cruchebois.000webhostapp.com/)
22:31:56	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:37%20GMT	https://cruchebois.000webhostapp.com/assets/img/avaters/avatar3.png	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/avaters/avatar3.png	(from https://cruchebois.000webhostapp.com/)
22:31:56	134396/134396	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2025%20Sep%202022%2004:23:11%20GMT	https://cruchebois.000webhostapp.com/assets/webfonts/fa-brands-400.eot?	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/webfonts/fa-brands-400d41d.eot	(from https://cruchebois.000webhostapp.com/assets/css/all.min.css)
22:31:58	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:39%20GMT	https://cruchebois.000webhostapp.com/assets/img/company-logos/p2.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/company-logos/p2.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:58	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:39%20GMT	https://cruchebois.000webhostapp.com/assets/img/company-logos/p3.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/company-logos/p3.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:58	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:39%20GMT	https://cruchebois.000webhostapp.com/assets/img/company-logos/p4.jpeg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/company-logos/p4.jpg	(from https://cruchebois.000webhostapp.com/)
22:31:58	74288/74288	---M--	200	added ('OK')	text/html	date:Sun,%2025%20Sep%202022%2004:23:32%20GMT	https://cruchebois.000webhostapp.com/assets/webfonts/fa-brands-400.woff2	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/webfonts/fa-brands-400.html	(from https://cruchebois.000webhostapp.com/assets/css/all.min.css)
22:32:00	87048/87048	---M--	200	added ('OK')	application/font-woff	date:Sun,%2025%20Sep%202022%2004:23:30%20GMT	https://cruchebois.000webhostapp.com/assets/webfonts/fa-brands-400.woff	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/webfonts/fa-brands-400.woff	(from https://cruchebois.000webhostapp.com/assets/css/all.min.css)
22:32:00	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:41%20GMT	https://cruchebois.000webhostapp.com/assets/img/company-logos/p5.jpg	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/img/company-logos/p5.jpg	(from https://cruchebois.000webhostapp.com/)
22:32:00	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:41%20GMT	https://cruchebois.000webhostapp.com/assets/js/jquery-1.11.3.min.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/js/jquery-1.11.3.min.js	(from https://cruchebois.000webhostapp.com/)
22:32:00	7471/7471	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Fri,%2027%20Oct%202023%2020:31:41%20GMT	https://cruchebois.000webhostapp.com/assets/bootstrap/js/bootstrap.min.js	/home/g0dzila/websites/cruchebois/cruchebois.000webhostapp.com/assets/bootstrap/js/bootstrap.min.js	(from https://cruchebois.000webhostapp.com/)
